,X1,X2,X3,y
0,-10.0,0.0,-5.0,10.762437541084589
1,-9.986657771847899,0.01467645096731154,-4.996664442961975,10.479590143760447
2,-9.973315543695797,0.02935290193462308,-4.993328885923949,8.495102815303712
3,-9.959973315543696,0.04402935290193462,-4.989993328885924,10.645269923152895
4,-9.946631087391594,0.05870580386924616,-4.986657771847899,8.82749451759803
5,-9.933288859239493,0.0733822548365577,-4.983322214809873,9.067468383374344
6,-9.919946631087392,0.08805870580386924,-4.979986657771848,8.515476961494636
7,-9.90660440293529,0.10273515677118078,-4.9766511007338226,9.436397549346415
8,-9.893262174783189,0.11741160773849232,-4.973315543695797,9.61905575396728
9,-9.879919946631087,0.13208805870580387,-4.969979986657772,9.098832499329925
10,-9.866577718478986,0.1467645096731154,-4.9666444296197465,9.195522227527363
11,-9.853235490326885,0.16144096064042696,-4.963308872581721,10.923731845117988
12,-9.839893262174783,0.17611741160773847,-4.959973315543696,10.621495020421309
13,-9.826551034022682,0.19079386257505002,-4.9566377585056705,10.262100924831524
14,-9.81320880587058,0.20547031354236156,-4.953302201467645,10.081107989806704
15,-9.799866577718479,0.2201467645096731,-4.94996664442962,9.484213241413176
16,-9.786524349566378,0.23482321547698465,-4.946631087391594,9.784579638310055
17,-9.773182121414276,0.2494996664442962,-4.943295530353569,9.870043383730714
18,-9.759839893262175,0.26417611741160774,-4.939959973315544,10.111329526491515
19,-9.746497665110073,0.27885256837891925,-4.936624416277518,8.565524837759734
20,-9.733155436957972,0.2935290193462308,-4.933288859239493,10.799047613532382
21,-9.71981320880587,0.30820547031354234,-4.929953302201468,10.027191680131954
22,-9.70647098065377,0.3228819212808539,-4.926617745163442,9.257172267712098
23,-9.693128752501668,0.33755837224816543,-4.923282188125417,9.787864155775212
24,-9.679786524349566,0.35223482321547694,-4.919946631087392,10.982028304846033
25,-9.666444296197465,0.3669112741827885,-4.916611074049366,9.364746605483086
26,-9.653102068045364,0.38158772515010003,-4.913275517011341,10.964250891279363
27,-9.639759839893262,0.3962641761174116,-4.909939959973316,8.759595922045046
28,-9.62641761174116,0.4109406270847231,-4.90660440293529,9.25559363307322
29,-9.61307538358906,0.4256170780520347,-4.903268845897265,10.430295142661345
30,-9.599733155436958,0.4402935290193462,-4.8999332888592395,10.295582747502703
31,-9.586390927284857,0.4549699799866578,-4.896597731821214,9.72373810375393
32,-9.573048699132755,0.4696464309539693,-4.893262174783189,10.495762113014255
33,-9.559706470980654,0.4843228819212808,-4.8899266177451635,8.41420684098436
34,-9.546364242828552,0.4989993328885924,-4.886591060707138,9.706577381131003
35,-9.533022014676451,0.513675783855904,-4.883255503669113,8.54508685167677
36,-9.51967978652435,0.5283522348232155,-4.879919946631087,9.336630792778422
37,-9.506337558372248,0.543028685790527,-4.876584389593062,10.18937105536803
38,-9.492995330220147,0.5577051367578385,-4.873248832555037,11.531293981886364
39,-9.479653102068045,0.5723815877251501,-4.869913275517011,9.714092654340307
40,-9.466310873915944,0.5870580386924616,-4.866577718478986,8.907532526609137
41,-9.452968645763843,0.6017344896597732,-4.863242161440961,10.695477854567258
42,-9.439626417611741,0.6164109406270847,-4.859906604402935,11.087665741847001
43,-9.42628418945964,0.6310873915943962,-4.85657104736491,12.065214242808022
44,-9.412941961307538,0.6457638425617078,-4.853235490326885,10.145533247391654
45,-9.399599733155437,0.6604402935290193,-4.849899933288859,9.449616099322808
46,-9.386257505003336,0.6751167444963309,-4.846564376250834,8.41920997796857
47,-9.372915276851234,0.6897931954636424,-4.843228819212809,10.002653286301221
48,-9.359573048699133,0.7044696464309539,-4.839893262174783,9.21420166561528
49,-9.346230820547031,0.7191460973982655,-4.836557705136758,8.635293032715985
50,-9.33288859239493,0.733822548365577,-4.8332221480987325,9.82626724074518
51,-9.319546364242829,0.7484989993328885,-4.829886591060707,9.466735294940088
52,-9.306204136090727,0.7631754503002001,-4.826551034022682,9.082976487580185
53,-9.292861907938626,0.7778519012675117,-4.8232154769846565,9.552035982043767
54,-9.279519679786524,0.7925283522348232,-4.819879919946631,10.834862440415774
55,-9.266177451634423,0.8072048032021347,-4.816544362908606,9.039447658036833
56,-9.252835223482322,0.8218812541694462,-4.81320880587058,10.126441825224765
57,-9.23949299533022,0.8365577051367578,-4.809873248832555,9.903496786047738
58,-9.226150767178119,0.8512341561040694,-4.80653769179453,9.40246496268066
59,-9.212808539026017,0.8659106070713809,-4.803202134756504,9.92990968655459
60,-9.199466310873916,0.8805870580386924,-4.799866577718479,11.02660535352747
61,-9.186124082721815,0.8952635090060039,-4.796531020680454,9.007939056067157
62,-9.172781854569713,0.9099399599733156,-4.793195463642428,10.862233627687193
63,-9.159439626417612,0.9246164109406271,-4.789859906604403,10.014713861325149
64,-9.14609739826551,0.9392928619079386,-4.786524349566378,8.73492052974691
65,-9.132755170113409,0.9539693128752501,-4.783188792528352,8.791354166980382
66,-9.119412941961308,0.9686457638425616,-4.779853235490327,8.998187007324828
